,objective_kl,advantages_mean,returns_mean
0,0.0,0.051830317825078964,0.21139995753765106
1,0.02614777907729149,-0.0004217758832965046,0.3128843307495117
2,0.413314551115036,0.031863462179899216,0.3166089951992035
3,0.32318973541259766,0.016042543575167656,0.26925620436668396
4,2.310767650604248,-0.0057180775329470634,0.29689839482307434
5,1.526658058166504,0.007138952612876892,0.3001580238342285
6,2.670902729034424,0.02637891285121441,0.2187650501728058
7,2.241215229034424,0.06875280290842056,0.3315712511539459
8,2.8832714557647705,0.0030166676733642817,0.1676393747329712
9,3.6466832160949707,0.02007821947336197,0.06428460776805878
10,2.734140157699585,0.0288426224142313,0.09161423146724701
11,4.137729644775391,-0.022652417421340942,0.03292953595519066
12,9.27686882019043,0.03386258706450462,-0.08455492556095123
13,6.863007545471191,-0.05061865970492363,-0.048227209597826004
14,8.739036560058594,0.023849397897720337,-0.12973691523075104
15,4.081271171569824,0.021539850160479546,-0.14020510017871857
16,3.1283986568450928,-0.01176974456757307,-0.018341148272156715
17,2.3943374156951904,-0.022549821063876152,0.0812348872423172
18,3.1339004039764404,-0.03643639013171196,0.00668362295255065
19,2.539731740951538,-0.026305317878723145,-0.11775443702936172
20,1.7273259162902832,-0.0024177401792258024,0.0885661393404007
21,2.1193060874938965,-0.0035302340984344482,0.0874294713139534
22,1.2924689054489136,-0.018379077315330505,0.17819742858409882
23,2.0715928077697754,0.0341605618596077,0.15111199021339417
24,3.408026933670044,0.04118028283119202,0.054712869226932526
25,2.840209722518921,-0.006822827737778425,0.07453175634145737
26,2.5372281074523926,-0.017596371471881866,0.07205918431282043
27,1.5891284942626953,0.01120874471962452,0.23968735337257385
28,1.7565103769302368,0.006852172315120697,0.16895850002765656
29,1.516528606414795,0.017406750470399857,0.2979203760623932
30,1.9520049095153809,0.0263749361038208,0.2483898252248764
31,3.217353582382202,0.019148588180541992,0.16904683411121368
32,2.743600368499756,-0.014619369991123676,0.14228039979934692
33,3.035970687866211,0.03551791235804558,0.15110114216804504
34,2.617931604385376,0.011513739824295044,0.19284595549106598
35,2.4598655700683594,-0.041419852524995804,0.19622427225112915
36,2.304678440093994,-0.0038196376990526915,0.16387726366519928
37,2.4385299682617188,0.014503972604870796,0.17935962975025177
38,2.6373119354248047,-0.012598628178238869,0.10503470152616501
39,1.6903908252716064,0.05327405408024788,0.18251760303974152
40,2.018664598464966,0.030982136726379395,0.17513088881969452
41,2.0659947395324707,0.10515686124563217,0.18908894062042236
42,2.5650062561035156,-0.032324060797691345,0.21595053374767303
43,1.5273873805999756,0.05720631033182144,0.22291035950183868
44,2.5566468238830566,0.028222283348441124,0.34603118896484375
45,2.407287359237671,0.0061287591233849525,0.46513357758522034
46,2.1712779998779297,-0.006639651954174042,0.3260103166103363
